City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,shakhtinsk,49.71,72.5872,10.58,75,0,3.55,KZ,1697565274
275,viedma,-40.8135,-62.9967,22.95,19,0,5.22,AR,1697565275
276,kayenta,36.7278,-110.2546,22.72,16,0,1.36,US,1697565275
277,kaedi,16.1465,-13.5047,37.96,14,6,3.39,MR,1697565275
278,shubarshi,48.5872,57.1869,12.22,40,97,4.07,KZ,1697565275
279,nuku'alofa,-21.1333,-175.2,22.19,78,40,7.2,TO,1697565276
280,fada,9.5667,8.3,23.86,80,92,0.33,NG,1697565276
281,gotsucho,35.0,132.2167,15.51,83,0,1.81,JP,1697565276
282,xiva,41.3783,60.3639,11.99,33,100,4.34,UZ,1697565276
283,hue,16.4667,107.6,25.06,100,75,2.06,VN,1697565276
284,murzuq,25.9155,13.9184,25.28,16,6,1.83,LY,1697565277
285,pudozh,61.8099,36.5345,4.41,72,99,5.81,RU,1697565277
286,pariaman,-0.619,100.12,24.03,90,82,1.08,ID,1697565277
287,mozhga,56.4447,52.2276,4.43,67,97,9.39,RU,1697565277
288,tarfaya,27.9358,-12.9218,23.99,66,0,4.08,MA,1697565277
289,nanao,37.05,136.9667,11.82,77,11,0.46,JP,1697565278
290,happy valley-goose bay,53.3168,-60.3315,5.17,65,75,3.09,CA,1697565278
291,namibe,-15.1961,12.1522,18.57,79,63,3.51,AO,1697565278
292,ha'il,27.5219,41.6907,27.01,28,0,6.17,SA,1697565278
293,fortuna,40.5982,-124.1573,16.63,98,100,0.0,US,1697565278
294,beira,-19.8436,34.8389,25.05,88,75,1.54,MZ,1697565279
295,corn island,12.1694,-83.0418,28.35,75,100,8.33,NI,1697565279
296,ancud,-41.8697,-73.8203,13.97,65,16,2.28,CL,1697565279
297,vila franca do campo,37.7167,-25.4333,23.27,99,80,5.26,PT,1697565279
298,lihue,21.9789,-159.3672,22.58,80,0,3.6,US,1697565144
299,sisimiut,66.9395,-53.6735,-5.9,82,46,2.27,GL,1697565280
300,luanda,-8.8368,13.2343,26.0,78,20,5.14,AO,1697565280
301,kuanda,56.3161,116.0806,-2.73,88,99,1.24,RU,1697565280
302,xuddur,4.1213,43.8894,28.06,54,100,3.71,SO,1697565280
303,morondava,-20.2833,44.2833,25.89,72,96,4.1,MG,1697565280
304,tangalle,6.024,80.7911,25.22,86,100,1.83,LK,1697565244
305,kavieng,-2.5744,150.7967,27.6,75,99,1.56,PG,1697565281
306,coahuayana de hidalgo,18.7,-103.6583,28.32,74,100,1.02,MX,1697565281
307,kenai,60.5544,-151.2583,3.97,98,0,0.0,US,1697565281
308,santa rosalia,27.3167,-112.2833,32.01,31,3,3.18,MX,1697565282
309,naze,28.3667,129.4833,16.51,67,0,2.8,JP,1697565282
310,sheridan,44.8333,-106.9173,23.51,55,0,1.54,US,1697565282
311,nova vicosa,-17.8919,-39.3719,27.57,62,44,6.05,BR,1697565282
312,dombarovskiy,50.7587,59.5386,10.56,46,7,5.36,RU,1697565283
313,callao,-12.0667,-77.15,21.16,73,75,5.14,PE,1697565283
314,acarau,-2.8856,-40.12,29.97,58,47,9.12,BR,1697565266
315,mahibadhoo,3.7833,72.9667,28.56,69,56,5.33,MV,1697565283
316,chonchi,-42.6128,-73.8092,14.56,50,38,2.54,CL,1697565230
317,chibougamau,49.9168,-74.3659,10.79,54,0,2.57,CA,1697565284
318,port saint john's,-31.6229,29.5448,17.72,83,25,5.29,ZA,1697565284
319,ataq,14.5377,46.8319,22.68,69,4,5.0,YE,1697565284
320,igrim,63.1906,64.4162,10.01,85,99,4.02,RU,1697565285
321,labytnangi,66.6572,66.4183,1.25,100,100,1.72,RU,1697565285
322,cabo san lucas,22.8909,-109.9124,35.34,62,0,2.68,MX,1697565164
323,saue,59.3203,24.5525,5.86,64,75,0.0,EE,1697565286
324,ola,59.5833,151.2833,-1.99,63,3,5.94,RU,1697565043
325,mchinji,-13.7984,32.8802,19.09,86,99,2.63,MW,1697565286
326,lafiagi,8.8667,5.4167,27.5,75,99,0.5,NG,1697565287
327,victoria,22.2855,114.1577,26.03,73,99,4.92,HK,1697565166
328,zhanibek,49.4167,46.85,8.05,44,15,5.16,KZ,1697565287
329,buurhakaba,2.8026,44.0781,27.08,70,77,6.77,SO,1697565288
330,vidalia,32.2177,-82.4135,19.97,40,0,4.12,US,1697565288
331,harstad,68.799,16.5293,2.11,96,73,4.02,NO,1697565288
332,praia da vitoria,38.7333,-27.0667,23.14,73,20,4.05,PT,1697565289
333,lazaro cardenas,17.9583,-102.2,27.55,79,100,0.8,MX,1697565245
334,xilin hot,43.9667,116.0333,5.44,58,100,2.26,CN,1697565289
335,aasiaat,68.7098,-52.8699,-16.36,81,29,3.33,GL,1697565289
336,sechura,-5.5569,-80.8222,27.19,59,40,5.55,PE,1697565289
337,ujae,8.9322,165.7642,28.56,73,37,5.03,MH,1697565290
338,nyurba,63.2842,118.3319,-6.65,98,100,1.34,RU,1697565290
339,al wajh,26.2455,36.4525,26.97,61,0,6.17,SA,1697565290
340,cabedelo,-6.9811,-34.8339,30.37,61,84,9.44,BR,1697565128
341,zuni pueblo,35.0725,-108.8506,17.35,16,0,4.2,US,1697565290
342,banda aceh,5.5577,95.3222,26.27,77,98,2.46,ID,1697565274
343,selfoss,63.9331,-20.9971,9.47,94,100,11.16,IS,1697565291
344,choix,26.7092,-108.3219,36.51,23,1,1.04,MX,1697565291
345,glace bay,46.1969,-59.957,9.88,93,100,2.57,CA,1697565291
346,sambava,-14.2667,50.1667,23.26,87,49,0.32,MG,1697565291
347,teuva,62.4819,21.7416,2.48,88,55,1.97,FI,1697565291
348,la passe,45.5549,-0.8967,23.34,56,68,7.81,FR,1697565292
349,merizo village,13.2658,144.6691,27.31,93,84,2.66,GU,1697565292
350,unicov,49.7709,17.1214,6.97,65,87,0.82,CZ,1697565292
351,bijawar,24.6333,79.5,22.76,73,0,0.97,IN,1697565292
352,sao joao da barra,-21.6403,-41.0511,33.05,78,50,8.13,BR,1697565293
353,saint-pierre,-21.3393,55.4781,24.82,78,0,1.54,RE,1697565001
354,madang,-5.2246,145.7966,24.17,93,99,1.64,PG,1697565293
355,east end,34.5507,-92.341,21.22,47,1,1.65,US,1697565293
356,grand rapids,42.9634,-85.6681,13.18,74,75,2.57,US,1697565037
357,humberto de campos,-2.5983,-43.4611,32.31,51,67,4.18,BR,1697565293
358,bam,29.106,58.357,26.05,35,18,3.84,IR,1697565294
359,mount pearl,47.5166,-52.7813,7.69,84,75,4.12,CA,1697565294
360,midvagur,62.0511,-7.1939,7.46,100,100,5.66,FO,1697565294
361,alice springs,-23.7,133.8833,10.75,35,0,0.0,AU,1697565199
362,bandarbeyla,9.4942,50.8122,27.07,83,17,3.2,SO,1697565018
363,tshikapa,-6.4167,20.8,25.33,74,92,0.81,CD,1697565295
364,barcelos,41.5388,-8.6151,20.08,96,100,7.61,PT,1697565272
365,hamilton,39.1834,-84.5333,14.29,74,100,4.12,US,1697564734
366,kuching,1.55,110.3333,28.9,89,40,0.0,MY,1697565295
367,helsinki,60.1695,24.9355,7.65,83,75,1.03,FI,1697565295
368,tamanrasset,22.785,5.5228,27.95,13,0,2.57,DZ,1697565224
369,rongelap,11.1635,166.8941,27.96,77,80,5.58,MH,1697565296
370,saint-philippe,-21.3585,55.7679,24.77,84,69,3.19,RE,1697565296
371,tambopata,-12.7333,-69.1833,33.94,49,0,2.57,PE,1697565296
372,xique xique,-10.8217,-42.7311,32.42,33,10,0.07,BR,1697565296
373,belur,13.1667,75.8667,21.54,81,100,0.57,IN,1697565297
374,dakoro,14.5106,6.765,34.72,15,79,3.87,NE,1697565297
375,turinsk,58.0458,63.696,12.21,63,1,4.92,RU,1697565225
376,lodja,-3.4833,23.4333,22.43,92,86,0.53,CD,1697565297
377,vila velha,-20.3297,-40.2925,29.97,73,20,7.72,BR,1697565121
378,el bauga,18.262,33.9081,31.94,19,81,4.92,SD,1697565297
379,katsuura,35.1333,140.3,19.71,79,26,2.89,JP,1697565296
380,hobyo,5.3505,48.5268,28.01,79,94,4.3,SO,1697565298
381,bogo,11.0517,124.0055,26.32,84,99,3.19,PH,1697565298
382,wenatchee,47.4235,-120.3103,15.26,63,69,0.89,US,1697565298
383,itaituba,-4.2761,-55.9836,36.09,52,40,1.6,BR,1697565298
384,aldinga beach,-35.2793,138.4604,14.26,67,0,2.85,AU,1697565299
385,kodiak,57.79,-152.4072,7.73,93,100,2.06,US,1697565243
386,coquimbo,-29.9533,-71.3436,15.85,72,75,3.6,CL,1697565242
387,santanyi,39.3546,3.1291,24.66,73,99,3.64,ES,1697565299
388,xining,36.6167,101.7667,5.45,81,99,2.04,CN,1697565003
389,alesund,62.4723,6.1549,8.08,90,75,2.57,NO,1697565299
390,guerrero negro,27.9769,-114.0611,25.01,59,21,5.63,MX,1697565035
391,laojunmiao,39.8333,97.7333,1.28,91,100,0.75,CN,1697565300
392,saint-joseph,-21.3667,55.6167,24.21,86,69,1.56,RE,1697565071
393,masterton,-40.9597,175.6575,9.94,99,100,0.97,NZ,1697565300
394,lauderdale-by-the-sea,26.192,-80.0964,24.47,47,0,6.17,US,1697565300
395,saldanha,-33.0117,17.9442,22.03,87,23,4.43,ZA,1697565301
396,prineville,44.2999,-120.8345,16.17,60,0,2.06,US,1697565301
397,siwa oasis,29.2041,25.5195,26.18,29,0,2.99,EG,1697565301
398,prado,-17.3411,-39.2208,26.88,63,23,5.32,BR,1697565301
399,livingstone,-17.8419,25.8543,29.36,15,5,2.38,ZM,1697565010
400,kodinsk,58.6881,99.1844,1.91,95,100,2.83,RU,1697565302
401,twon-brass,4.3151,6.2418,26.65,82,97,5.35,NG,1697565302
402,santa ana,33.7456,-117.8678,30.83,71,20,1.54,US,1697565302
403,antofagasta,-23.65,-70.4,19.6,61,5,3.26,CL,1697565123
404,uttar char fasson,22.2332,90.7132,25.74,72,8,3.37,BD,1697565302
405,salahonda,2.1019,-78.7217,26.78,81,72,4.96,CO,1697565303
406,cadale,2.7603,46.3222,27.16,84,63,4.06,SO,1697565303
407,walvis bay,-22.9575,14.5053,15.61,89,42,1.81,NA,1697565303
408,peterhead,57.5058,-1.7981,6.36,73,51,4.94,GB,1697565303
409,fort knox,37.8911,-85.9636,13.77,71,100,2.57,US,1697565304
410,gariaband,20.635,82.0614,21.4,77,12,1.32,IN,1697565304
411,afaahiti,-17.75,-149.2833,25.93,83,89,7.08,PF,1697565304
412,smithers,54.7804,-127.1743,6.18,93,100,3.6,CA,1697565304
413,kapuskasing,49.4169,-82.4331,8.05,76,20,2.57,CA,1697565023
414,vansada,20.75,73.3667,25.56,65,2,1.97,IN,1697565305
415,kayangel,8.0823,134.7173,27.76,76,22,2.14,PW,1697565305
416,ciudad lerdo,25.5333,-103.5333,22.71,43,0,2.06,MX,1697565305
417,tunduma,-9.3,32.7667,21.46,52,69,1.3,TZ,1697565305
418,kuybyshev,55.4475,78.3218,9.22,89,7,2.97,RU,1697565305
419,floro,61.5996,5.0328,7.04,93,75,0.0,NO,1697565306
420,warrenton,-28.114,24.8475,20.39,35,1,5.22,ZA,1697565306
421,namtsy,62.7161,129.6658,-3.87,50,100,2.31,RU,1697565306
422,graaff-reinet,-32.2522,24.5308,18.84,58,0,1.7,ZA,1697565307
423,nar'yan-mar,67.6713,53.087,1.17,89,97,4.02,RU,1697565307
424,robore,-18.3333,-59.75,38.05,39,20,7.72,BO,1697565307
425,arteche,12.2645,125.4048,25.59,83,77,1.02,PH,1697565307
426,olbia,40.9214,9.4856,22.03,78,0,1.54,IT,1697565307
427,qui nhon,13.7667,109.2333,25.27,84,100,2.15,VN,1697565308
428,linxia chengguanzhen,35.6003,103.2064,7.99,77,100,1.48,CN,1697565308
429,mugia,43.1041,-9.2179,20.65,97,100,11.6,ES,1697565071
430,anaconda,46.1285,-112.9423,13.55,49,43,8.45,US,1697565309
431,labuan,5.2767,115.2417,28.2,94,20,0.0,MY,1697565309
432,tselinnoye,53.0833,85.6667,5.84,68,53,1.84,RU,1697565309
433,laredo,27.5064,-99.5075,23.16,40,0,3.6,US,1697565289
434,danville,36.586,-79.395,19.13,56,75,1.79,US,1697565099
435,angaur state,6.906,134.13,28.01,74,42,1.84,PW,1697565310
436,shimoda,34.6667,138.95,16.17,69,0,4.61,JP,1697565310
437,lipsko,51.3396,12.3713,9.51,77,0,3.09,DE,1697565310
438,at taj,24.2049,23.2857,23.47,23,0,4.38,LY,1697565311
439,scottburgh,-30.2867,30.7532,16.98,83,20,1.97,ZA,1697565311
440,al bawiti,28.3492,28.8659,23.43,45,0,2.52,EG,1697565311
441,gadzhiyevo,69.2551,33.3362,2.46,69,98,7.26,RU,1697565311
442,mogadishu,2.0371,45.3438,26.7,87,73,5.83,SO,1697565312
443,natal,-5.795,-35.2094,31.36,48,20,8.75,BR,1697565222
444,cole harbour,44.6724,-63.4751,10.55,83,100,7.2,CA,1697565312
445,mekhe,15.1097,-16.6218,31.25,47,4,5.34,SN,1697565312
446,kampene,-3.6,26.6667,23.8,73,82,0.21,CD,1697565312
447,conde,-7.2597,-34.9075,29.7,51,75,6.69,BR,1697565313
448,las tablas,7.7667,-80.2833,30.06,68,60,2.7,PA,1697565313
449,kristiansund,63.1115,7.732,7.36,87,75,4.63,NO,1697565313
450,auki,-8.7676,160.7034,23.96,86,100,1.45,SB,1697565313
451,ixtapa,20.7,-105.2,31.24,70,95,1.79,MX,1697565314
452,laguna,38.421,-121.4238,25.56,58,0,2.57,US,1697565314
453,margate,51.3813,1.3862,12.61,66,99,3.13,GB,1697565158
454,kununurra,-15.7667,128.7333,18.99,72,32,0.51,AU,1697565247
455,port macquarie,-31.4333,152.9167,13.27,68,94,4.0,AU,1697565314
456,tsiroanomandidy,-18.7667,46.0333,24.16,73,67,2.94,MG,1697565315
457,bosobolo,4.1833,19.9,23.55,87,66,1.45,CD,1697565315
458,carnarvon,-24.8667,113.6333,23.12,49,0,9.22,AU,1697565315
459,port douglas,-16.4833,145.4667,21.99,82,73,2.83,AU,1697565315
460,mar del plata,-38.0023,-57.5575,14.73,48,0,7.72,AR,1697565316
461,oostmalle,51.3019,4.7332,10.97,74,42,2.24,BE,1697565316
462,bardai,11.65,7.2333,27.76,46,76,1.44,NG,1697565316
463,salalah,17.0151,54.0924,28.05,74,20,1.54,OM,1697565316
464,sangin,32.0728,64.8359,21.17,15,50,1.81,AF,1697565316
465,pavlohrad,48.5167,35.8667,5.48,64,25,3.06,UA,1697565317
466,uliastay,47.7417,96.8444,-1.83,45,14,0.29,MN,1697565317
467,lautoka,-17.6167,177.4667,21.92,88,20,1.54,FJ,1697565317
468,wuhai,39.6647,106.8122,10.05,29,44,0.78,CN,1697565317
469,sakata,38.9167,139.855,13.86,72,23,3.59,JP,1697565317
470,zhangye,38.9342,100.4517,8.12,51,100,3.92,CN,1697565318
471,salekhard,66.53,66.6019,1.26,100,100,1.41,RU,1697565318
472,dalbandin,28.8947,64.4101,24.48,16,27,1.18,PK,1697565318
473,al majaridah,19.1236,41.9111,29.98,55,6,1.2,SA,1697565318
474,ulety,51.3572,112.4849,1.53,81,100,3.74,RU,1697565318
475,itapemirim,-21.0111,-40.8339,26.01,75,74,8.85,BR,1697565319
476,yangambi,0.8102,24.4336,26.07,73,98,1.01,CD,1697565319
477,bayanhongor,46.7167,100.1167,-3.33,30,38,0.85,MN,1697565281
478,hassi messaoud,31.6804,6.0729,33.92,14,40,1.54,DZ,1697565319
479,sao vicente,-23.9631,-46.3919,29.98,45,100,8.05,BR,1697565319
480,al hudaydah,14.7978,42.9545,30.68,64,3,0.95,YE,1697565320
481,sao joao dos patos,-6.495,-43.7022,37.56,17,12,3.27,BR,1697565320
482,gizo,-8.103,156.8419,27.22,80,100,1.71,SB,1697565320
483,jawf al maqbabah,13.8378,45.8349,23.97,71,13,1.89,YE,1697565320
484,port lincoln,-34.7333,135.8667,13.44,84,0,4.14,AU,1697565255
485,susuman,62.7833,148.1667,-21.07,85,9,0.78,RU,1697565298
486,olinda,-8.0089,-34.8553,27.85,61,40,8.23,BR,1697565321
487,khovd,48.0056,91.6419,3.37,35,24,0.48,MN,1697565321
488,brisas de zicatela,15.8369,-97.0419,30.47,56,50,3.09,MX,1697565321
489,malango,-2.9627,119.9001,19.39,95,70,0.55,ID,1697565322
490,usogorsk,63.4106,48.6872,3.15,87,100,4.71,RU,1697565322
491,riberalta,-10.9833,-66.1,33.11,58,75,4.12,BO,1697565322
492,karimpur,23.9667,88.6167,25.02,69,11,1.7,IN,1697565322
493,antonio enes,-16.2325,39.9086,27.39,64,19,7.33,MZ,1697565293
494,piranhas,-16.4269,-51.8222,39.74,14,2,3.29,BR,1697565323
495,nicoya,10.1483,-85.452,28.76,73,93,1.01,CR,1697565323
496,guanica,17.9716,-66.908,32.5,64,9,4.01,PR,1697565323
497,yemetsk,63.4721,41.7941,2.87,91,100,2.63,RU,1697565323
498,urangan,-25.3,152.9,20.39,68,47,9.2,AU,1697565282
499,sudzha,51.1976,35.2726,4.48,61,21,4.77,RU,1697565324
500,hadibu,12.65,54.0333,27.68,72,48,2.82,YE,1697565324
501,piacabucu,-10.4056,-36.4344,26.25,65,87,6.12,BR,1697565324
502,ust-nera,64.5667,143.2,-18.5,95,91,1.5,RU,1697565324
503,al kharj,24.155,47.3346,32.32,23,0,4.56,SA,1697565324
504,belaya kholunitsa,58.84,50.8528,1.91,94,100,10.32,RU,1697565325
505,nanlong,31.3533,106.0631,19.5,79,88,2.28,CN,1697565325
506,sirte,31.2089,16.5887,24.62,53,0,4.61,LY,1697565325
507,ciudad guayana,8.3533,-62.6528,35.81,35,62,2.4,VE,1697565325
508,songea,-10.6833,35.65,25.21,35,11,3.27,TZ,1697565325
509,kidal,18.4411,1.4078,33.58,13,53,0.6,ML,1697565326
510,chabua,27.4825,95.1736,21.69,87,14,0.74,IN,1697565326
511,mwene-ditu,-7.0,23.45,22.57,75,85,1.36,CD,1697565326
512,podporozh'ye,60.9112,34.1706,2.99,91,100,3.1,RU,1697565326
513,beyneu,45.3167,55.2,14.09,59,100,5.42,KZ,1697565326
514,mahanoro,-19.9,48.8,23.71,93,93,5.11,MG,1697565327
515,ciudad acuna,29.3232,-100.9522,25.79,31,0,4.92,MX,1697565043
516,yantarnyy,54.8717,19.9381,9.97,72,97,10.55,RU,1697565327
517,bodaybo,57.8506,114.1933,0.82,94,84,0.45,RU,1697565327
518,jeremie,18.65,-74.1167,29.63,71,16,1.83,HT,1697565328
519,mandalgovi,45.7625,106.2708,2.96,32,57,7.2,MN,1697565328
520,villa gesell,-37.2639,-56.973,12.06,53,0,8.39,AR,1697565328
521,rawai,7.7797,98.3253,28.32,78,100,7.54,TH,1697565328
522,indergarh,26.9352,79.6724,23.83,61,19,2.56,IN,1697565329
523,delcevo,41.9672,22.7694,7.73,95,100,1.25,MK,1697565329
524,fortaleza,-3.7227,-38.5247,30.6,60,0,8.75,BR,1697565329
525,dilling,12.05,29.65,28.03,52,94,2.31,SD,1697565329
526,salaya,22.3167,69.6,26.72,78,0,4.8,IN,1697565330
527,uige,-7.6087,15.0613,21.02,92,99,0.85,AO,1697565330
528,aswan,24.0934,32.907,30.61,16,0,4.12,EG,1697565330
529,aral,40.5156,81.2636,14.59,30,99,4.19,CN,1697565331
530,qaisumah,28.3112,46.1273,27.98,18,0,3.09,SA,1697565331
531,celestun,20.8667,-90.4,26.15,56,73,6.08,MX,1697565331
532,reggane,26.7158,0.1714,31.16,13,35,3.21,DZ,1697565331
533,kargil,34.5667,76.1,2.1,58,47,2.32,IN,1697565331
534,shani,10.2162,12.062,26.26,72,92,3.52,NG,1697565332
535,bathsheba,13.2167,-59.5167,31.34,66,20,7.2,BB,1697565332
536,yarmouth,41.7057,-70.2286,15.08,84,75,4.02,US,1697565332
537,huayin,34.5675,110.0921,15.21,74,87,2.54,CN,1697565332
538,belmonte,-15.8631,-38.8828,26.8,60,37,3.68,BR,1697565332
539,strenci,57.6257,25.6854,5.65,94,100,2.05,LV,1697565333
540,greenland,43.0362,-70.8328,15.48,83,75,2.06,US,1697565333
541,san sebastian de la gomera,28.0916,-17.1133,27.99,69,0,2.57,ES,1697565333
542,pochinki,54.6988,44.8668,6.02,78,96,8.76,RU,1697565333
543,ternate,0.8,127.4,26.73,81,12,1.08,ID,1697565333
544,springbok,-29.6643,17.8865,21.81,32,0,2.05,ZA,1697565334
545,salinopolis,-0.6136,-47.3561,29.09,73,58,6.11,BR,1697565334
546,sidi slimane,34.2648,-5.926,24.62,64,54,5.48,MA,1697565334
547,kirillov,59.863,38.3813,3.32,88,99,4.45,RU,1697565334
548,vanimo,-2.6741,141.3028,25.43,90,59,1.28,PG,1697565334
549,den burg,53.0542,4.7972,9.99,74,100,5.14,NL,1697565335
